CreditScore,Age,Tenure,Balance,NumOfProducts,EstimatedSalary,Geography_Germany,Geography_Spain,Gender_Male,Exited
-0.3262214220367463,0.2935174228967471,-1.0417596792253108,-1.2258476714090278,-0.9115834940401767,0.021886493995386117,0.0,0.0,0.0,1
-0.4400359548576657,0.1981638321954454,-1.3875375865624426,0.11735002143511059,-0.9115834940401767,0.21653375188734025,0.0,1.0,0.0,0
-1.536794180222889,0.2935174228967471,1.03290776479748,1.3330533457228904,2.52705661927622,0.24068690006348814,0.0,0.0,0.0,1
0.5015206348426676,0.0074566507928420294,-1.3875375865624426,-1.2258476714090278,0.8077365626180215,-0.10891791702847127,0.0,0.0,0.0,0
2.063883767202561,0.38887101359804876,-1.0417596792253108,0.7857278997960591,-0.9115834940401767,-0.36527578251440274,0.0,1.0,0.0,0
-0.05720525355093678,0.48422460429935044,1.03290776479748,0.5973285944410414,0.8077365626180215,0.8636502870218095,0.0,1.0,1.0,1
1.7741740472947665,1.0563461485071606,0.6871298574603482,-1.2258476714090278,0.8077365626180215,-1.5654872211931183,0.0,0.0,1.0,0
-2.840487919807966,-0.9460792562201749,-0.35020386455104724,0.6180189508533646,4.246376675934418,0.33485372981012046,1.0,0.0,0.0,1
-1.5471409559338818,0.48422460429935044,-0.35020386455104724,1.0508202865849028,0.8077365626180215,-0.4373288460949081,0.0,0.0,1.0,0
0.3463189991777775,-1.1367864376227783,-1.0417596792253108,0.9314633619936777,-0.9115834940401767,-0.49323048409247083,0.0,0.0,1.0,0
-1.2677780117370796,-0.7553720748175714,0.3413519501232164,0.409185402285092,0.8077365626180215,-0.34619970089236274,0.0,0.0,1.0,0
-1.5885280587778525,-1.4228472097266833,-0.695981771888179,-1.2258476714090278,0.8077365626180215,-0.412123315592307,0.0,1.0,1.0,0
-1.8058103487086987,-0.4693113027136664,1.7244635794717436,-1.2258476714090278,0.8077365626180215,-1.283817056739873,0.0,0.0,0.0,0
-1.0504957218062334,-1.3274936190253817,-0.004425957213915414,-1.2258476714090278,0.8077365626180215,1.5783569986897874,0.0,0.0,0.0,0
-0.1606730106608635,-0.3739577120123647,0.6871298574603482,-1.2258476714090278,0.8077365626180215,-0.5936359656444845,0.0,1.0,0.0,0
-0.3572617491697243,0.5795781950006521,-0.695981771888179,1.0681029591182611,0.8077365626180215,-0.6218824846013182,1.0,0.0,1.0,0
